quarter,ANGEL,SERIES-A,
2008-Q1,339,345
2008-Q2,197,272
2008-Q3,163,207
2008-Q4,120,166
2009-Q1,320,203
2009-Q2,225,145
2009-Q3,237,156
2009-Q4,190,231
2010-Q1,447,288
2010-Q2,309,230
2010-Q3,339,262
2010-Q4,322,283
2011-Q1,622,321
2011-Q2,497,326
2011-Q3,642,372
2011-Q4,602,354
2012-Q1,892,375
2012-Q2,728,376
2012-Q3,794,354
2012-Q4,730,320
2013-Q1,1053,404
2013-Q2,925,502
2013-Q3,986,576
2013-Q4,693,506
